blockNumber	transactionHash	status	gasUsed	cumulativeGasUsed	effectiveGasPrice
9684076	0xda1d8e14a8688f8b2d7b24b44c495990553b60294a27aea5cc07fb5b79cace62	1	92689	816033	1000000000000
9684076	0xe2ad363c5e2e20bc58222843e5221982c54735ed86e7dadf4f33f8a8b0920b64	1	92701	1183169	1000000000000
9684077	0x1bc23ea20c828409375088eca3552fb5f51432a6238980c64c7a513b61966324	1	216738	1309923	11500000000
9684077	0x44e080e4904b0b5a9305485e5fc3e9935ef2a85d79788bd54831296a12daccb5	1	92713	4020774	9000000000
9684077	0x855679bd1c58d1fe470f97d3443681c8dfd245bb33ce919da86ef05c7b391ebf	1	202960	1512883	11500000000
9684077	0xb3d4da4e513c061462ce09ee22e0539ffa3cc3e4fc355222002ad479b0781f51	1	202960	2142763	11500000000
9684077	0xb76c6fefee502efdd53973c2c7ba88fcb07c9397988831fca401399506d30a89	1	202960	1715843	11500000000
9684077	0xf4af8e5d94d54301dafa4cf248618374705c41aa0d07f08f0b88c070c1a2a178	1	202960	1939803	11500000000
9684078	0x29b8dca25c566764ab51bd94cccf203576c3260ee5aa044f734afa4bc8dce3b3	1	92689	463469	1000000000000
9684078	0x63c10c7bc9ac9692653dcb1905ad03ef2d244dfb8fce7d903184e9cc94d88596	1	92689	278091	1000000000000
9684078	0x762283bb0f1118691007129abbb580f9d52a75db5aefb555b02044ccd62d04d5	1	92689	556158	1000000000000
9684078	0x9e2dccea16a14424faf4de8feedd6499a603ce70044e3e5192b1f5b1874b0a95	1	92689	185402	1000000000000
9684078	0xb3feb281d0287fd0c49f878820171bda968392a57f26a725de4f06236ed78afc	1	92689	370780	1000000000000
9684078	0xb828ebbb038cb9de040b7a76df25cfb9f2eac8c5c0cba535b7ebecd7d4b9efd3	1	92713	92713	1000000000000
9684084	0x0e8735c635bf0233fa41920885239329fc551b8494c4b0a04c0d8276be2317ef	1	202579	1275119	11500000000
9684084	0x52edb7f0778ed9bf86b7d25906824f5ff16b6f4441564c1cdcb0d9d0f9282877	1	202579	464803	11500000000
9684084	0x6566c167e3e8c7815bd29c4bf20b0b77166fc292269023e6bf717da6b7d14d95	1	202579	667382	11500000000
9684084	0x9ba079e38da29e752a9442391154dac65474c0467d57d364fb6de1c8b50ce337	1	202579	1477698	11500000000
9684084	0xb442644c81e1823ef2d253c4bb615a33efecc70eed2903880a7b35fcf6e1e59e	1	221064	262224	11500000000
9684084	0xc75053b2dd1f2723ff12aeb536876fb88fb11f126512624d39d1441e5ff3ed94	1	202579	1072540	11500000000
9684084	0xfdf8f77c51d323dd280a88ec997ae5e0189550b3bfce739a890acaa39675e138	1	202579	869961	11500000000
9684085	0x0ac9753caaf9487b5e716448de18f4d358c3718d4a0aa7afeae31023178c81a1	1	92713	463565	1000000000000
9684085	0x0bcba4964cbde50ca19e406d95239583d510f797b2b2ea1b0e9a7114224cf5e1	1	202579	5186807	11500000000
9684085	0x153f2c81f7899419fb91b5640ac21509224c022f6eed1b30b18b06cc3c43d1b4	1	92713	556278	1000000000000
9684085	0x5cf2277fec27d2b6e0166b629c06dac779a8e5e69b678146be5e8dc8891baa56	1	92713	92713	1000000000000
9684085	0x795ab6dd177f1af4f7a88425d499de30a7a1ea260bef4893ef80ec145c26d46a	1	92713	3832470	13500000000
9684085	0x83af7fd29bbe5612a6c86ccded359602ba2e7e6a1576ba660ec507aca90c27f7	1	219754	4557940	11500000000
9684085	0x9878ac780966cc6485d3da8caa9818708c6c765271fbf292468341748e482a70	1	92713	370852	1000000000000
9684085	0xb074694bae31c199bdebb6e2849598d3edd63b169e9da58680fe30adf4d3e730	1	202579	4854937	11500000000
9684085	0xba02a09c2f200ce267b58a88a8bacc908c0f10ed3f54ecafdc0f02613170ce4a	1	92689	741680	160000000000
9684085	0xd2228c1d9c8670cecff76a576a13ac4cdc73e92c5aa168ddd82ca0534b5aca83	1	92713	185426	1000000000000
9684085	0xd7523c2f572504ce6be45fe80cf9aba8373c7b2691621cb8cfb3cb88145f3365	1	92713	278139	1000000000000
9684085	0xe088b4d4e5c64e9ca302b8775338df9e2d52e9f0ae88a50719b01c0252f9ee02	1	92713	648991	1000000000000
9684086	0x82ea2cd512dd25753d60f6fabadcacc798bbd729d26bead7aa6e1ab57a0c1da8	1	92701	719667	1000000000000
9684086	0xa592ed299145410259648b79b0c94fb2773325f72c25d0cd3586395aad845075	1	92713	812380	1000000000000
9684086	0xf0a71f66414712f0b6a6b6a8de7a7295950abc53d865dc2e276e352a54b85d23	1	92713	534253	1000000000000
9684086	0xf3ab253917f89de55f4652bd1e37e0c3be2e20cc7aa8b6a5118049f45bd3cbc2	1	92713	626966	1000000000000
9689467	0x2c7777af574f974892cae32663b2ca2001395fa7759a2b713778d0afad9e3e09	1	99897	638340	150000000000
9689496	0x16b1bad334a82ce0f424606bb5593db5c756a384275b787bea3ac53b2de32232	1	99289	141289	150000000000
9689772	0x5bff5a8bf9b3dec91e93a8429b5ab7dcb55aa278e3f2a44321404f1c66163680	1	99873	141082	150000000000
9689773	0xb99fd4708a63d5d5b63423ee13ce756a98eaea7a9f1eb1fca658cae7c9eef2cd	1	99289	99289	150000000000
9689906	0xa7e2946109a24882fc325c5910621157b035be6018a1ed5f207ca46cd3d68543	1	107677	2766352	10000000000
9689907	0xe298b24ee7955bfcdb6d3767384240c1e26b0b738640e9f6e52b79e43837de5d	1	92689	2014237	10000000000
9690075	0x60705bac07b18f3a902de6aa535e604dc0e17eb6b8e39b68921b991e9653247d	1	206924	4127467	8110000000
9690197	0xb1b054efcbf2a3cf157e78d79677851da35442dbbf264c5a2207c9cb2f282ab6	1	206930	1928079	11100000000
9690199	0x5e850be825294fc5058bae82c37cd2ff8336eee072187f2bb2a9f587b0feccbc	1	92689	232898	100000000000
9690451	0xd10c507f6b1e73f8caec5e9b0272b9ca832bad2e12672627999ae1c302cc335e	1	187742	1554906	5299177736
9690502	0x56494f64e50947249ead8dbab3bd8537164d6e5000a5add97a4c4a0db2594e20	1	187730	6261576	7100000000
9691408	0xe07dec283b614837b2c2c2fe854f37938b4cd9662c87627b901815aa1a4cc974	1	92677	9788876	7000000000
9694410	0xd0f119014bf044cb5a1d96e30f351d7862a84596ca0779cdfb60d1e5215536d8	1	99885	99885	100000000000
9694412	0x87e2f1693fd3e5519877ab77b1714e9b6949af5153aaff5cc32823910d45e28d	1	107689	107689	100000000000
9694746	0x131a781084a9dd361cb71c54d76edbcfc65c69ec19607f71fdb3903250a44c68	1	99873	120873	100000000000
9694746	0xc45ff941cf6dd3f60ddd7594947fc93379cf9c74c099975603527091685aa3c2	1	99897	220770	100000000000
9694747	0x278204d5cc448afe2f203d0903ca0bea373997f87dfa184e26a830913990ce55	1	99289	963018	100000000000
9694747	0x7a2638e7dd9458fc4142c480f664f7ed8ebe74cb10421ae7922cd09337235daf	1	107689	863729	100000000000
9695085	0x7882bb35bd64527af4ea0c727e96c5cf96a7b323b4573cac957f60932cbf65d1	1	92689	3125350	11001001001
9695085	0xac422d62483e235e8550ec5204e316b36c962b4336cda2236c8795da589cbc9c	1	92689	3032661	11001001001
9695085	0xf00eb7c25e3ca5eb8973962cbc53c7aea65f7e530626759510d4a0b4326b95f3	1	107689	2939972	11001001001
9695214	0x2a74ac645bb0a67bdeaa567bdf40dab05840ddc570fc3cf98b449223cd96b8df	1	92689	9573515	10000000000
9695232	0x333ac8c01c3b0020063bc60252db3cf0c11b96bf7ffb12dd3568cbe72dda7284	1	92689	6328831	10000000000
9695408	0x58fa27a4dd93d853c6e451e7e62e2907143eaae3172f418778a9c4d7c50da90f	1	92689	92689	100000000000
9695408	0xb25cb8d4e76f9de645af9ed402251accc9d2b7a753dbb416deca811a2e6381ca	1	92689	185378	100000000000
9695483	0xb5c31266376a2abad9bb7c87b93aa597c2c4b03b2b0d1e5167831d5abd2d4f53	1	99885	99885	100000000000
9695486	0x8f210edb3db77937628e2313dd06580e692b9e117dc313d40ff1191c499b5d2d	1	107689	107689	100000000000
9695489	0xcb2c0801fd96d725d94f7d01e95a13f87f9689ab445aed2fc7021c5b6e1794be	1	92689	176689	100000000000
9696087	0x5fa4b22c90871feecca1197c876e20325f6906cd49e99875057fb971cf227e9d	1	92689	190095	100000000000
9696161	0x9f0fea3d535a7b4974c4ad6c48f17918f9142d97c3ee2bc3b11b1e9fac4d588f	1	116914	1129041	35000000000
9696244	0xbb4f5f573346c9ac31043e8ad56367de6891a2cd7263c6924d9de343eea26cfb	1	187726	5437035	12100000000
9696487	0x0e4774e000a51f82e306fbd7ca7c445c3d74f34363cbb427bb5d749202cc1c87	1	92689	9492036	10000000000
9696757	0x9c115acb84efcd5b8a4fe9d6684e5e64f9a6e592001cc1f6467cef44b08f90fc	1	121788	1725934	5000000000
9708715	0xca2901cc53c07318ef7914ad54d69389a71df6c69720f69f4442be4f5f440865	1	99813	159771	100000000000
9708796	0x02c6c0cc1991fe04731a340f8d22d96e8a4c658e7a1672f7caa6f69165dae315	1	104021	2673047	10000000000
9708798	0xf15cae0853ddcaae6d28ced685743fb5b8062ed7216adfd91f516f37fccc8049	1	99277	2913861	10000000000
9708819	0x4ffbdafb91ae770645ecdf0f5430dd9653c22207cc1e601dff0758614d3b0a39	1	92677	9698175	11000000000
9709243	0x36fcc6112b96f0574360471dd75e109078682cc7eaffd79676688c60fbc38eee	1	92677	239677	100000000000
9709513	0x278ffa6972653fbfc9a0bb3d7e702471a5cabf5efbc56b9c73e0b3d0d9f3f4a6	1	92677	5695786	8000000000
9709766	0x7fb7dc067a2777061b3427cc6599ea596b750878147cf6f6182f33df549aa038	1	99861	99861	100000000000
9709766	0xa1f0bfeaf1d964467ee564c8be55850e53600c751142a232d0d281eeb48124e6	1	89057	188918	100000000000
9709773	0x39ea51550723deb8cebc63513c64e3ea1aaa55513655fc17bfe8d4988ab2dbb1	1	107689	8440988	5000000000
9709776	0x6020f23b591569e9a77193a93bff8f3f143466bc14feaa765b6ec11639351824	1	92689	113689	100000000000
9709843	0x1d053abc8f38cd8e159703fcdbe0f0bb48a576e7210b7989238255c4dc6cdbd5	1	92677	8678661	3000000000
9710629	0xccd6ad36260d0c2d0787d6fda4a39f1be10cb92e0b3f6ec9af9987501f17b850	1	99825	123331	50000000000
9710630	0x9f32495bf858e43a565ceaba19d7e86ff174e942c8094e9f33904d4d294ac3df	1	88066	619611	100000000000
9710639	0x16c91b86f95166d261943bbff1c3703701334a6a11ac1d3f39be24dfd69d8594	1	89033	9530438	5000000000
9710658	0xcf370e03c8cb33423f6a74fdfd63a4fa5f97c1dd9b0a6b8225e9462d5512a62a	1	99289	9489366	5000000000
9711158	0xd01deef572024ca8213ea5fa5dc6643a2e436d162f82c007e7d2c4786d88bdd0	1	114837	135901	50000000000
9711172	0xce441a381bb4ccd21220a9adde960803331ff8d43979cbec0361b47e0e5adb10	1	83890	111381	50000000000
9711180	0x64ef0b01e0a89552dd9691bd2f957f29bf1518629d6bfec006b103a589052406	1	88090	9733694	8000000000
9711196	0xa2cfd28d05a6a3164347bf307f61b0a06b5257ca6f123d465263ab38c26f5dbd	1	84833	9826999	8000000000
9711208	0xbc00f5122961c48e3bf386bf4369c35cf795e4a11f6146fb16884ba855906512	1	99289	8834156	8000000000
9711216	0x62b41977e39b0df85d02eccacb0a17cf9dfd06a5d173fc6d1418ba510436d960	1	84289	8814118	8000000000
9711234	0xfc2f91641fdc720837d2e03aa4f8e67b38d597343cdf880ca10a0da1b671d2f3	1	84289	3720041	8000000000
9711252	0x689d35031cf2e0466fbafc4d4893a83deebc97ad1a03a4dd5c16c231c799b2bf	1	84289	3107604	8000000000
9711270	0xe8cbdc936a4a26f7f75294a8c4dbff318a65547ee70c5c9624983a103a6d1d7f	1	84289	3265341	8000000000
9711287	0x738a37b2de5448d2707f98a7338c3e7c17b11ffc00cae58d403a9ae31b6908d6	1	84289	7955237	8000000000
9711301	0xb71f300d3c9decc0dc667760fb5d73626d9fa31769af0d47a0e19351043bfcaa	1	84289	5333215	8000000000
9712008	0x5f676504c754ad458389583c68a277cf69722a1318ff0ced6bf5eea34184bd81	1	199681	6715700	1220000000
9712025	0xbbd048e4661b45bc686f92fc1c3cd4eb3ebd334fb1c4017c41341249ba2c5840	1	116914	116914	100000000000
9712090	0x51cd84eccc224266efc6858dacb501ba064dc4facf72869141f49e3ebe6148cb	1	121788	583864	7100000000
9712212	0xa0b76f6694ebef56adb84006dc4b215c83689848e2e4c0db6c33e61e68386d97	1	116914	158914	100000000000
9712669	0xa8d1402d7e4aec20c51f7dbf9b34a298e477b5d0c8d42bdb21505b40ce606ce0	1	107689	2052272	8000000000
9712753	0x297a7947be453d8a1a31c93d9ea17ca10d91c73181b4a1390c8e69faead718ae	1	107689	2775391	21000000080
9715708	0xfcd14fcad9344b18914ceac7983b00b8906de3f0fbc53160c35cacde2575065f	1	114849	208287	50000000000
9715709	0x5276287a3cfa3cd0509a9d7e528307330de217f7bc5650b7774bb7b43680db3c	1	88150	88150	100000000000
9715710	0x645cc7cf49b13dbcebee26039fdca2045233a8bc926b1623c6b189e5dee62f05	1	99289	99289	100000000000
9717201	0x2f518540e74b9ce7ee9e60f4d7abbd8610c565fdf2b377073f5396ae90293367	1	92689	8970573	4000000000
9717279	0x156068ede66518492d27c49e9dbf2daa7b005ab0d5f094d5508f38b6b71edc28	1	92689	255114	21000000205
9717874	0x218452f0e1b6a61aac04b1d9c5289189c3d76338a90f62d1295ff556e258b270	1	99825	120825	50000000000
9717966	0xa89a76582d10e257c30313b2246d574e3a484d1100cb0dba6cb3a7bdff6a257b	1	103078	1084135	13000000000
9718122	0x9d029044641c6281961c513fe6f542bd42718f1ca7a8d59a341e746cb5f0fd0d	1	104033	630527	9758945723
9718130	0x84c0b8856149a630dcc8abb51412cc7f3343d3bd532aede21326a86fd2fc9917	1	107689	4865870	5800000000
9718255	0x9021c689010bbbc8e70cf0071e200a91bd40818ae4c03c8ca33cfedbaf36d115	1	92689	6858891	4743889033
9718262	0x4bd4bffddef0284d19fd9e5e139d9300e60baeff07afc09b0be769575bad0afb	1	92689	2304724	5800000000
9718348	0xa46cbabdb3d8e11400a1a39535cdd9246697f0af98cf22fccd2973aa9dd8ca76	1	92689	4205223	9886864693
9719178	0x66a6bb1eab655d32e3a4f540f07556822406d15c7b7236e7005e043c8216bdd7	1	92689	4931711	4000000000
9719275	0xbf89fae666487728ccba8e9e35749fdf877fc7f9283f2cb62d785c6c143d391d	1	92689	1889392	10000000000
9719395	0x57243c65cfe6e21a2399a4e65143e71fbf6d49ee5d44d66ba20b1c71647f1474	1	92689	597300	13592840963
9721474	0xa81e1b6c09a0ed2ad7bd61ba69c54e8d9d0e4815edbdb8b4ed2ffe6ff67d9b7b	1	608290	2999847	12120000000
9721476	0x37b6cf1ac65ec32c63ba4070ce4568653850f46454e26273c37c1ab1c00e34a6	1	88114	975330	50000000000
9722265	0x275394bc29acc023012b42b8feffb1261ad87f14b021b29f3351f4e3a34b5bd7	1	103090	6863905	3300000000
9722268	0x6a6e5436230d26c870b28a9a2229a701fff2c6994a81c010a7b7d19083cdbebe	1	88114	964050	8000000000
9722659	0x0a449d1410a32ad8090af7ad33b7d451afad19469e8ad55eb0bfea07f89efe16	1	103090	7462543	1000000000
9722668	0x5a800ee68bd75af7a5675fcbc10d6b7befef22d48a6647f5511ff656c2cb3283	1	89057	8462740	8000000000
9722841	0x78c81bf6e3147777dac18e3ec31cc12da0c947d28443b3655b589d1d639194e3	1	107701	9751774	1000000000
9723039	0x82a73a2d6a4f6c7f255b1b55bc7cd064bc992003d3774a222044773eb23b0efa	1	92701	3058928	8000000000
9723042	0x5a48a98193abaa2aabfa6fc0f827397549d6646fab95499eebd2f7297cafe6ec	1	92689	8502695	1100000000
9724408	0x36c7bbb6ff9b07a888af6a6b7c69c4b73d8e41b9b372cd76bfb83cd01c1f5ff5	1	617412	3356821	12000000000
9724412	0x734ed012c202f0fe1d7b32e2cf6981288fbc3a633cef9969225bfae6dd3df9b7	1	88114	165311	50000000000
9724434	0x6655a5985063d1859007ab91fe0bf6f92b7d7ae3dc699c0ea698508ffbab55bc	1	99825	406941	50000000000
9724456	0x48271817f624b0ea9b24f8777f63dd62cb23df334a08ebc808f62486b011935e	1	103114	2170311	10000000000
9724592	0x654f94569d544a84bd5f0755d7428a36fa97e78032d75bb1e4fe06473e439ab2	1	88150	1636241	13000000000
9724594	0x59a38c2f606e69642d7b57f179e42e7d52bbd67dfc6a1d8762658c25afd612a2	1	99289	223343	13000000000
9724638	0x6c4bf9b7ad19071edebbc0c8db0b8e236b35f4355422fe55c792d9e0320b8618	1	102178	102178	100000000000
9725365	0x098042a0034b293aee8c0ac50698c9b935810c321c30fe46ffbdbfee605c1ff9	1	92689	6249218	8400000000
9725400	0x27e5c2aea85945c00621529baf6e4ec51295be8ce52b26c9873201adb859d724	1	92689	9695412	5000000000
9725712	0xdacdebd6f2402373427a63bf73dbf1316a2833cea5714f7375a61b216ab20650	1	88162	8943174	10200000000
9725884	0x7d96203222dc1986fd52f0c23fe24c997552d5378675409c87a890c55184d15d	1	107689	868643	10000000000
9725886	0x26aba195c9ac664bee23f8c17a7547fd008364e05978994da770b143689c3a6b	1	92713	380451	10200000000
9725937	0xc03fd003fd16686f2f7b0523f747d87dab0681c828d3e700f7212a5999024d22	1	92713	3863747	10000000000
9725958	0xd6b6a11968dde349e5baa21acb3234ceda0a8df3dec076494f42b55b3c49745a	1	116914	137914	100000000000
9725970	0xfee34d966c6bd73d01b0a76dfb1ed5e8d90e30cf4708192894898dba40380a82	1	92689	590414	25000000000
9725980	0x191eaa399de2c7763c52f2d1dbb4b601ddbba5df5df73b0556c3ee0addd9f3b3	1	116914	116914	100000000000
9732508	0x7071a3bc3763effe8d1265059f19327bc84cc566dd446bff7c2d300a415dcfae	1	99825	1741548	50000000000
9732508	0xd17a5d730299dd15d5bf69574d31099f9b3e5f0312c4e0e357ff70ff2a35b246	1	99825	1200723	50000000000
9732514	0x2f05c8757b94104046e4227959e7ee4cdb3f26c8c6f43d35168c22c0251b7db0	1	88090	6836614	8000000000
9732514	0xe05f519c2f26050bb240a5c4525e32c662d96e51c8da1cf26651e6589c19c978	1	88138	6748524	8000000000
9733230	0x7cefa264c2cf388bbd0f0ed10c69ea57010851d89d59420800dd8051935e3100	1	88138	4509257	16000000000
9733230	0xc4e5e7801008de439c08dc356d9ad22f3d0dddefb458936584538e9d9e288d8c	1	107689	4616946	16000000000
9733233	0xc527cf747489a1cc0d0a1fe99aa6f35d3f5e2f4dfd105b86baefdd692a07deb4	1	99289	6859453	16000000000
9733803	0x080579b5f1f4e2fd9686b08e98f4ad97a584ec646d85000edf928ce4a82b67b8	1	92689	1242240	10200000000
9733803	0x60f7781093b8ca7e59163d60c950d3288aea8898e01167875eedb3d9564342a5	1	92689	1149551	10200000000
9734053	0x72febf964f5817a45f3bf4d7dc4affc9c91d892a985f8d893a486145ecb95a2a	1	116914	116914	100000000000
9734053	0xc07cfb9e4b9e846511ef5c6fb5b94b36068fdf5a8e7d287d5356d9e8a170145e	1	116914	233828	100000000000
9740363	0x4329dcd63729ca3a191b94a91f32a03172a244ef7363e9cb8aaaf375b089492a	1	99861	1583600	50000000000
9740363	0x4f30af2b75c545811bbc26530fa835dbce08349e3486002ed2b1e3f54ea6456e	1	99873	1725473	50000000000
9740363	0x6be5bc3cf104e1d404a14842375d7f086f8156a3a59cf159cb0ad0cee136d43e	1	88162	6549553	13280000000
9740363	0x6c3c4de6d5b42178d4e9d21d5269f8cfd5a865db113405a8dd455f9a780c8a87	1	89057	6461391	13280000000
9740363	0xad9c58bf7c1e94afec0dce318d53edab3ba9fb1a46408cf9160bfb58fd191bcc	1	88114	3289836	24000000000
9740363	0xee16a60770ca18c038465e2656a6ab9693cd4c9230e7f3a2d8d31ffb5d05b023	1	88126	3377962	24000000000
9740364	0x66b37c1c6f9e0268ff8b974b3ad3e7d2ad8a292878915d5a048b6c1c6caaa66b	1	99289	2773538	13280000000
9740364	0x828d34387f9eb72ff7d4ea84bb73b265c38370e5c75065f718c4af5975ac0386	1	99289	2872827	13280000000
9740424	0xad59ac2df3cc66a2f12a75364fe6cafe86184f0d3ef4ed2177a40d9d5a642257	1	187726	8791429	3000000000
9740653	0xa6fa33d06d90f9f088c42f755a448a5b997d1e6790b35b9e4b07f2268e3d115f	1	84289	3853466	3200000000
9741206	0x72b52ea1c68af79ff2933b2f3af3a76999f027ef19cdeb4576ac357e23e7485f	1	88138	1712596	8000000000
9741206	0xc7e3268ee720df7c32b3c106e0fa914b29bbc4dc46230eb79e8a0c4845e4332c	1	99825	233231	50000000000
9741207	0x024157d3bc84efadb73009bfd779b3b79afc14d42001d007d1d6d80d7aa19e8d	1	99289	2562122	8000000000
9741266	0x32a2e6cb2126b3a2107c3c84397525bb0bb8692aa27daf536d637a7a3aa0ec7c	1	92689	9139897	5000000000
9741526	0x0a736374519b37aaefbe17e9a355fee5417dfb8f2ce12e7087349bde3a7c5cc3	1	84289	8222237	8000000000
9741929	0x55c7488aa0e1e37c4d03056e84ae11476e83e4a7b33e0189d33eb91d246eaa4c	1	199693	6377013	1100000000
9741980	0x668b2be17c2d5ab544f3b428bf76650cba1e486f46e231f7e85c23f4500c51e5	1	92689	4198500	2000000000
9742324	0xd2381cdac4f0f3f5b284d668b88860bf4d0a599bf8a1a294899dcf6d4772b41b	1	214669	5246212	2000000000
9746581	0xba05e2cca7d4b6a0ef53eba7939f882f493adc74e78912115723608fecff7ddf	1	99873	197267	100000000000
9746583	0xc25db19d16bd85d5673359bf981fa44a2438b7a34eea0ec7c7825e9faa1308f5	1	107689	1166702	9600000000
9747880	0x7250524e7294fcdb45d4f0fb20037d605d34840be7db25258f79ead0b22cf3c5	1	221950	5126421	5500000000
9758043	0x81599a07751846f894696e15a358830dc99713052634e11d16e7ea53557084dc	1	88138	2205517	4048000372
9758043	0xd51da04a6ea25205cd864c3ae1e395493b04669ab344c6617bfb121a84ad52b8	1	99825	206512	50000000000
9758045	0xcf637082ce940d92b5ca81ccc504fcd46330b82c2060424a840d448655ac5c7b	1	99289	2517690	4048000372
9758592	0x4ba6967e6625148a50b26a2e64efc311a9c2971a06c21cd1b3436c836a74a679	1	99837	297567	50000000000
9758593	0xacf7777cc5fa53fa84776a1677d8792c9802ea40e737166694d2d99cd0e75dc9	1	88138	3400049	4224000553
9758594	0xbad0aeda3ad2882d52614d0e0ceb21954185ba3f87f8d394ac9939b7b2565113	1	99289	7376644	4224000553
9759652	0x7bdb7aaa0f46c872d5aa64622179635f7704ac6b17820f7dac8591bbc55ebf1e	1	187750	3278764	4870588235
9761812	0xa5674d9de8d4f40fa3e5e25fd74897f849636940f05d7b5f7462b91306423939	1	99873	1278926	50000000000
9761812	0xfd8d262c4eab8a124b07ae30d73869a270431c47001c6e6482b9de5cced27bd6	1	88162	6465173	1600000000
9761814	0x095ad060dd16238c597f31a9f373850f0b2ef2f2cff4c2ac63a48df36b77b694	1	99289	8930380	1600000000
9762030	0xdf5373713de52844d00e96553e55a5043a2e7c4d393a0b7d6d609f2d5c83d582	1	214669	4405498	4113360973
9763383	0x369f317aa4be5aca82b4c3128b0970bb9403efcb23dc49a41ec781f48b473c97	1	92677	7134002	1452000000
9764180	0xaea66e4efa91d46fbf25b8d598ba8eab2b895257fedb740d52ce9e2ae5c95b0b	1	99825	350870	50000000000
9764187	0x1c769851ba5ef5bd4dc40945c3b3eeaa6f7e89f8a7f47eb01430416795ab1dfb	1	88090	5979274	8000000000
9764443	0x2d45e5a55d100d6cb9b687aefa16a39656a991815ea690b3f755ccc2bc354ae4	1	88138	6859158	6400000000
9764462	0x4a0fb19824a128f1e08282a6268fafc9f4fe8c4a720b1adc921d10065cf687a8	1	107689	6531706	8000000000
9764504	0xfe067d22edb14dcd838433d38b6da4e56be0a9ce11c75cf209e8626008bddcd1	1	92677	9708792	2400000000
9769111	0x48c4a3e13d7ee63ae32249f1e5b42f704de03c82d0247be610cc2f16ad7b8e21	1	88078	1325612	13000000000
9769111	0xcd991e9c96f5ee3ee4cc256febecfc436a26845be63678777ee214facc8ea7e2	1	89033	2403119	1600000000
9769111	0xd2fef1b3e69c678e2d02067c45ede9be376fc6345692afc62e26a8fe09c76cbf	1	99813	1031492	50000000000
9769114	0x96e1724aa66bc47bfe5f62436546b879ae7d094e26328e3a85603a222da96e9b	1	107689	9745391	7000000000
9769116	0xf22d8c3af230a215bba584b4c1d0a3de3b26e0189044d516731d2b40e1719c98	1	92689	6950744	1600000000
9769135	0x9443d91e8b39f3085eb0f671ffbef853076baa5da66a901b2fedc3fca17ff0ac	1	88066	887658	13000000000
9769135	0xa9a460d5ef57c3d08fc19dde85d2f63a443c141dec2cdbb85bcb8dd7f3280387	1	89033	4216698	3200000000
9769135	0xf7e3c40d923bd228feba3f93b85294bbfc749e39653c1501772c377a72a93a07	1	99825	208325	50000000000
9769136	0xfa02fa6d57f3e574a0761fd13d757bee9d531af9a55f119a5ea5d2dbad232ca2	1	99289	5452395	3200000000
9781285	0xeea596a675a42eb1e7b97af228806541c88d446b391e79e30316fe121e8cc767	1	99873	2262097	13000000000
9781288	0x22d032b03e97ac84845cc416e3e07d0ba67c330fe6d1b1992a9ae11818252d72	1	99289	255605	13000000000
9781288	0xee91937fb481f0c38678b15a53a0edb66002eee0f949032178d2f2068de7cea7	1	92689	619349	8000000000
9781467	0xeb9d4c90a407be1b2f5c051c0305f87d2fce5ad0dda3e3fdb85c1da13f1a3105	1	92677	4892309	4500000000
9781879	0xab61d8e02b6b101e7550ea9c0af047539fe01d208c852d5f78992e99d8a0a271	1	195469	6447476	3225270758
9782908	0xfb949979e0fb8362bec9e135f8873128a86a0a1c8590b76673eaf75e88101b71	1	116914	116914	100000000000
9782923	0xe4cd28c6d6fb1697d569cd945e1a726ba0d6a9ea6fad377faf662b436d24ab60	1	195469	2771228	5500000000
9787504	0x7b4178df1775457e6d3722f8502e945bbfdaab1c8a01aedca51d9023dacd7467	1	557368	2162780	12000000000
9787516	0xb62bf01338766680d9acdbf1d81c9f58a6b8f3f6ea0e91cc4a23d47c25664e18	1	88102	1848289	8000000000
9787641	0x66414fb6ad07254716d1c19bb3da668c25fe5a78c6eef565df4e0e7007055a32	1	87982	3143800	10464474078
9787654	0xcfbc23003cc9cfbac090487a098640fa32bb9767fc41dbab2523538366c48a89	1	88102	2480962	8000000000
9787656	0x71b27dcedd50ede5933d668d975d96f6225ad34561d779f37105f1cf265d8c11	1	87982	219734	7200000000
9787670	0x3304a187c22afd6494c9ffc96967d852e96a770c79edaf5e74ac3a1bf2adb1f4	1	88102	6464653	8000000000
9787673	0xd7efb655f66f61844fb20c69d388fe2d63430546ea804a9c68c26aa8f088a362	1	87982	1129307	4500000000
9788000	0x53a47e1a7461cf72685d3c67fa3cae30874158c9d75dd1b35889853134a9286c	1	210214	8970233	1000000000
9788020	0x7199c32ea8d45e56c3470f1c6bfc9176ecd3c5663d2568708db1e216cf3c11d4	1	88102	3514098	5000000000
9788037	0x717f5effbfda20a7f77611f0767d69cf7da3803fe4655c74f684e9cb2904d7c1	1	176014	9295033	2000000000
9788089	0x9f4c13be6842b2d014e1b01d6335a6262ac8a527feadf1fa842d3b0520a795bc	1	87994	4884597	4500000000
9788160	0xff16d828546e8b683527e695ddaaa39a8c3d88f05a746f672b04e51010333467	1	191026	4880324	2000000000
9788169	0xa15ea1a53418f203b0e210d6bcaa96547fb55276c11b65d8b253aebd5060b5bd	1	88114	2892983	8000000000
9788275	0x6f847267fdcb6ac81332a76938187c2d66b00b2d9670668653afc105a73860ee	1	191026	5078819	8000000000
9788919	0x10f55c2defb257bcc984b882c30cc35e5094ceaa5faf9ddf431b94248fcf2c01	1	88150	4686203	2000000000
